Tiếng Việt,Code-mixed,label
khách sạn có nhiều cây xanh quang cảnh đẹp nhưng phòng hơi cũ,hotel has many green trees quang cảnh đẹp nhưng room  hơi old,neutral
bữa ăn sáng quá ít món thức ăn trong nhà hàng đắt so với chất lượng,meals sáng too few món thức eat in nhà hàng đắt so with quality,negative
dịch vụ khách sạn tốt nhân viên hướng dẫn đầy đủ,hotel services tốt the staff fully guide,positive
không quá ấn tượng nhưng nhìn chung hài lòng,không quá ấn tượng nhưng nhìn chung satisfied,neutral
phòng ocean view nhưng hầu như không thấy biển,phòng ocean view nhưng hầu như không thấy biển,neutral
bọn mình đã dành những ngày nghỉ của kỳ trăng mật tại sandy và quả thực đó là quyết định sáng suốt,bọn mình đã dành những ngày nghỉ của kỳ trăng mật tại sandy và quả thực đó là sound decision,positive
một không gian yên tĩnh lý tưởng cho việc nghỉ ngơi và thư giãn,một không gian yên tĩnh lý tưởng cho việc rest and relaxation,positive
những hàng dương thảm cỏ nơi đây đều khiến cho mình thấy dễ chịu,những hàng dương thảm cỏ nơi đây đều khiến cho mình thấy grateful,positive
sáng sáng dạo chơi bên bờ biển hay ngồi trên những chiếc xích đu làm mình thấy thoải mái vô cùng,sáng sáng walking around bên bờ biển hay ngồi trên những chiếc xích đu làm mình feel comfortable. vô cùng,positive
bọn mình còn dùng bữa tối tại nhà hàng ở khách sạn nhân viên nhiệt tình và không khí ấm áp vô cùng đặc biệt còn có ban nhạc philipine thể hiện các ca khúc trữ tình ngay tại hiên của nhà hàng bọn mình thực sự rất thích không gian và cách phục vụ của nhà hàng,bọn mình còn dùng bữa tối tại nhà hàng ở enthusiastic staff hotel và không khí ấm áp vô cùng đặc biệt còn có ban nhạc philipine thể hiện các ca khúc trữ tình ngay tại hiên của nhà hàng bọn mình thực sự rất thích space and cách phục vụ của nhà hàng,positive
kỳ nghỉ của tôi mang kèm tính chất công việc nên hơi chút vội vã và không hoàn toàn thư giãn và tận hưởng được hết khung cảnh và những dịch vụ của khách sạn,kỳ nghỉ của tôi mang kèm tính chất job nên hơi chút vội vã và không hoàn toàn relax và tận hưởng được hết khung cảnh và những dịch vụ của hotel,neutral
điều bất tiện nhất là khách sạn hơi xa trung tâm đà nẵng nên việc đi lại hơi bất tiện và tốn kém hơn dự định,điều bất tiện nhất khách sạn hơi far from the center đà nẵng nên việc đi lại hơi bất tiện và tốn kém hơn dự định,negative
đây là lần thứ 2 tôi nghỉ ở resort này và vẫn có chung 1 nhận xét là mọi thứ đều rất tốt chỉ trừ 1 vài nhân viên ở bếp có thái độ không tốt lắm,đây là lần thứ 2 tôi nghỉ ở resort này và vẫn có chung 1 nhận xét là mọi thứ đều rất tốt chỉ trừ 1 vài nhân viên ở bếp có thái độ không tốt lắm,positive
ngoài ra có buffet hải sản vào tối thứ 7 ở bể bơi gần biển thì thật sự chất lượng không ngon đồ ăn nguội ít món so với mức giá thì rất không đáng,ngoài ra having buffet hải sản vào tối thứ 7 ở bể bơi gần biển thì thật sự chất lượng không ngon đồ ăn nguội ít món so với mức giá thì rất không đáng,neutral
thái độ phục vụ tốt khung cảnh đẹp,good service attitude khung cảnh đẹp,positive
nội thất phòng đẹp tiện nghi và rộng rãi,room interiors đẹp tiện nghi và rộng rãi,positive
chúng tôi gồm hai vợ chồng trẻ hai bố mẹ già và hai con nhỏ ở hai phòng stanđard hướng vườn,chúng tôi gồm hai vợ chồng trẻ hai old parents and hai con nhỏ ở hai phòng stanđard hướng vườn,neutral
nói chung là phòng được sạch sẽ tiện lợi,nói chung là phòng được sạch sẽ tiện lợi,positive
do bọn tôi đọc trước review về khách sạn nên mua sãn nước bia và snack ở ngoài chứ không dùng đồ uống của ks vì đắt,do bọn tôi đọc trước review about the hotel nên mua sãn nước bia và snack ở ngoài chứ không dùng đồ uống của ks vì đắt,neutral
biển sạch yên tĩnh,beaches clean yên tĩnh,positive
bể bơi sạch sẽ,swim pool sạch sẽ,positive
tôi nghĩ chắc họ dùng màng lọc chứ không dùng clo khử trùng vì nước bể bơi chẳng có mùi clo như một số bể ở hà nội,tôi nghĩ chắc họ dùng membrane filter chứ không dùng clo khử trùng vì nước bể bơi chẳng có mùi clo như một số bể ở hà nội,negative
bơi rất chi là thích,bơi rất chi là like,positive
tôi có dùng phòng chơi cho trẻ em vì tôi có hai em bé,tôi có dùng phòng play for children vì tôi có hai em bé,neutral
hai đứa rất thích mặc dù một số đồ đã gãy nứt hỏng nhưng nói chung phòng chơi rộng có điều hoà nhưng vẫn có chỗ nóng,hai đứa rất thích mặc dù một số đồ đã gãy nứt hỏng nhưng nói chung phòng chơi rộng có điều hoà nhưng vẫn có chỗ nóng,neutral
chắc mắc thêm quạt thì tốt hơn,chắc mắc add fans thì tốt hơn,neutral
breakfast như thế là vừa phải,breakfast như thế là vừa phải,positive
nhân viên yêu trẻ con mến khách nhưng hơi để ý nhiều đến khách ăn chúng tôi thì bình thường nhưng người già lại e ngại không dám ăn,nhân viên yêu trẻ con mến khách nhưng hơi để ý nhiều đến cách ăn chúng tôi thì normal but người già lại e ngại không dám ăn,neutral
đồ ăn ở đây đúng như các review trước là không ngon,đồ ăn ở đây đúng như các review trước là không ngon,neutral
cần tuyển đầu bếp nấu ngon hơn và nhiều món hơn,cần tuyển đầu bếp nấu ngon hơn và many dishes hơn,positive
kỳ nghỉ diễn ra tốt đẹp,kỳ nghỉ it went well,positive
không có điểm gì đáng noi,không có somethings đáng noi,neutral
vợ chồng tôi cùng con gái nhỏ đã có một kỳ nghỉ thật đáng yêu chúng tôi rất thích được đi dạo trong khuôn viên khách sạn được đùa nghịch với sóng biển được đắm mình trong bể bơi sạch sẽ với khăn choàng đầy đủ,vợ chồng tôi cùng con gái nhỏ đã có a holiday thật đáng yêu chúng tôi rất thích được đi dạo trong khuôn viên khách sạn được đùa nghịch với sóng biển được đắm mình trong bể bơi sạch sẽ với khăn choàng đầy đủ,positive
tuy nhiên đồ ăn tại khách sạn hơi đắt và không ngon muốn đi vào thành phố ăn ngon thì mất khá nhiều tiền taxi phòng hơi nhỏ và điều hòa thì kêu rất to,tuy nhiên food tại hotel hơi đắt và không ngon muốn đi vào thành phố ăn ngon thì mất khá nhiều tiền taxi steam room nhỏ và điều hòa thì kêu rất to,negative
tuy nhiên nếu có dịp quay lại tôi vẫn thích được ở đây,tuy nhiên nếu có dịp quay lại tôi vẫn like được ở đây,neutral
mình chỉ ko ưng cách set up phòng của ks,mình chỉ ko ưng cách set up phòng của ks,negative
thiếu nhiều đồ dùng mà ko bổ sung,thiếu nhiều đồ dùng mà ko provide,negative
tôi cảm thấy hài lòng khi đã đặt khách sạn ở đây hy vọng tôi có thể trở lại sớm,tôi feeling satisfied khi đã đặt khách sạn ở đây hope tôi có thể trở lại sớm,positive
resort nằm trong đồi dương khá thơ mộng nhưng có thể bạn sẽ thấy buồn nếu bạn quen ở thành thị,resort nằm trong đồi dương khá thơ mộng nhưng có thể bạn sẽ thấy sad nếu bạn quen ở thành thị,neutral
tuy nhiên resort có xe đưa đón vào nội thành dù tần suất mới chỉ 4 chuyến,tuy nhiên resort có xe đưa đón vào urban dù tần suất mới chỉ 4 chuyến,negative
check in phải chờ hơi lâu đến gần 2pm mới được lên phòng có lẽ chuẩn bị kỹ càng nên hơi lâu,check in phải wait hơi lâu đến gần 2pm mới được lên phòng có lẽ chuẩn bị kỹ càng nên hơi lâu,negative
phòng thích nhất là giường trắng tinh được đặt một bông hoa trông khá lãng mạn chất lượng nệm rất tuyệt cho couple,phòng thích nhất bed trắng tinh được đặt một bông hoa trông khá romantic chất lượng nệm rất tuyệt cho couple,positive
ngoài ra tv là lcd và có các kênh hd của sctv,besides tv là lcd và có các kênh hd của sctv,positive
breakfast thì không hiểu sao mình book 3 đêm mà chỉ nhận được 2 bữa sáng làm ngày cuối phải ăn mì gói vì gần đó chả có chỗ nào ăn,breakfast thì không hiểu sao mình book 3 đêm mà chỉ nhận được 2 bữa sáng làm ngày cuối phải ăn mì gói vì gần đó chả có chỗ nào ăn,negative
chúng tôi đã có kỳ nghỉ tuyệt vời trong kỳ nghỉ vừa qua,we had đã có a great holiday trong kỳ nghỉ vừa qua,positive
gia đình chúng tôi có con nhỏ nên chọn khu resort này làm địa điểm nghỉ,our family có con nhỏ nên chọn khu resort này làm địa điểm nghỉ,neutral
mọi thứ ok nhưng dường như các trang thiết bị resort này hơi cũ,mọi thứ ok nhưng dường như các trang thiết bị resort này hơi cũ,neutral
khách sạn gần bờ biển với địa thế đẹp bên trong sạch sẽ nhiều cây cối thoáng mát và thái độ nhân viên phục vụ nhiệt tình thân thiện,khách sạn gần bờ biển với địa thế đẹp bên trong sạch sẽ nhiều cây cối thoáng mát and attitudes enthusiastic service personnel thân thiện,positive
tôi nhất định sẽ quay lại ở famiana resort amp spa nếu có dịp đi phú quốc,tôi nhất định sẽ quay lại ở famiana resort amp spa nếu có dịp đi phú quốc,positive
chúng tôi hài lòng với kỳ nghỉ tại resort,chúng tôi satisfied with kỳ nghỉ tại resort,positive
giá phòng rất tốt so với các resort khác chất lượng tương đương,room price rất tốt so với các resort khác equivalent quality,positive
tuy nhiên nhân viên cần được đào tạo để phục vụ chuyên nghiệp hơn,tuy nhiên nhân viên cần được training để phục vụ chuyên nghiệp hơn,negative
chúng tôi phải chờ đến hơn 3h chiều mới được nhận phòng,chúng tôi phải wait đến hơn 3h chiều mới được nhận phòng,negative
kkhông có bảo vệ tại bãi biển khách từ các khách sạn nhỏ xung quanh tắm chung cùng bãi tắm nên có cảm giác an ninh không tốt lắm,kkhông có guard tại beaches khách từ các small hotels around tắm chung cùng bãi tắm nên có cảm giác an ninh không tốt lắm,negative
vì mức giảm giá 70 nên không biết nói gì nhiều thứ vẫn còn tiếp tục xây dựng tuy nhiên với nguyên giá 300 thì cũng quá đắt cho dù có đầy đủ các thứ còn thiếu hồ bơi bãi biển không có cứu hộ hồ bơi không ghi độ sâu không có nội quy khách bơi không mặc đúng đồ bơi vẫn xuống hồ,vì mức giảm giá 70 nên không biết nói gì nhiều thứ vẫn còn tiếp tục building however với nguyên giá 300 thì cũng quá đắt cho dù có đầy đủ các thứ còn thiếu hồ bơi beaches không có cứu hộ hồ bơi không ghi độ sâu không có nội quy khách bơi không mặc đúng đồ bơi vẫn xuống hồ,negative
